table_index,Qual.,Player,Team,Class,POS,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS,K%,BB%,K:BB,ISO,BABIP,wOBA,wRC,wRAA,wRC+,GB%,LD%,FB%,PU%,HR/FB%,W,L,ERA,APP,GS,CG,SHO,SV,IP,ER,K-BB%,WHIP,FIP,xFIP,SIERA,LOB%
3,,Ailana Agbayani,Oklahoma,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Sarah Gordon,Georgia,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Ariana Gonzalez,Arkansas-Pine Bluff,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Beija Allen,Jackson State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Jace Jackson,Jackson State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Lily Hermosillo,UC San Diego,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Hailey Mulligan,San Diego,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Allison Murai,New Haven,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kylie Thorpe,New Haven,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Bella Chenet,New Haven,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Lauren Parker,Kansas City,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Katie Noble,Kansas City,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Elleana Navarro,Kansas City,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Brooke Sivek,Akron,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Meagan Lee,Akron,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Lauren Camenzind,Nebraska,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Rylee Cloud,McNeese,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Reagan Johnson,Arkansas,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Nyjah Fontenot,McNeese,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Hannah Camenzind,Nebraska,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Atalyia Rijo,Arkansas,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kiki Estrada,Ohio State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Sydney Groves,Idaho State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Abby Edwards,Colorado State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Hollie Farmer,Boise State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kierston McCoy,Bradley,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Ashley Breeding,Bradley,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Austin Comstock,Bradley,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Katie Scheivert,Delaware,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Sydney Shaffer,Delaware,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Taylor Suchy,East Tennessee State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kennedy Bunker,Ole Miss,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Emma Martinez,Fresno State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Jamie Hicks,Fresno State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Alyssa Rebolledo,Fresno State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Alyssa Ramirez,Fresno State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Alena Ball,Pittsburgh,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kamryn Inman,George Mason,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Logan Pickford,George Mason,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Taryn Kern,Stanford,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Chloe Geijer,East Carolina,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Cassidy Kettleman,Indiana,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Avery Parker,Indiana,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Tory Bennett,Iowa,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Skylinn Pogue,Ball State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Avery Jackson,Iowa,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,McKenna Andrews,Iowa State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Tatum Johnson,Iowa State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Tiana Poole,Iowa State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Presley Limbaugh,Kansas,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Campbell Bagshaw,Kansas,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Aynslee Linduff,Kansas,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Hailey Cripe,Kansas,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Chelsea Mack,Louisville,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Karissa Hamilton,Kentucky,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Maia Townsend,NC State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Maci Bergeron,LSU,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,McKaela Walker,Auburn,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Abby Darnley,Marshall,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Addison Leschber,Georgia Tech,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Maggie Werner,Minnesota,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Jessica Oakland,Duke,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Jodie Epperson,Wichita State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Mickey Winchell,Notre Dame,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Shay McDowell,San Jose State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Morgan Howey,Oregon State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Madyson Clark,Kentucky,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Taylor Pannell,Texas Tech,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Jamison Brockenbrough,Clemson,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Faith Russell,Tulsa,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Gabby Higbee,Nicholls State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Carlie Wilkins,UAB,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Hannah Miles,UAB,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kya Pratt,Utah State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Grace Matej,Utah State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kaia Garnica,Valparaiso,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kimberli Rodas,Valparaiso,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kelsey Hackett,Virginia,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kassidy Hudson,Virginia,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Jade Hylton,Virginia,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Mary Caroline Eaton,North Carolina,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kylie Aldridge,Virginia Tech,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Payton List,James Madison,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Trinity Martin,Grand Canyon,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Ella Milante,Siena,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Jay Ross,Seattle,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Mianna Lopez Del Haro,Delaware State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Zekylah Boyd,West Georgia,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Lael Ayala,Harvard,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Finley Payne,Harvard,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Presley Rader,Lipscomb,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kaylyn Belfield,UNC Greensboro,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Avery Francis,Loyola Marymount,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Taylor Fitch,Seattle,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Izzy Jamgotchian,Loyola Marymount,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Tai Turner,Youngstown State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Hazyl Gray,Santa Clara,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Robynn Balmediano,Santa Clara,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Madison Boyd,South Carolina State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Taylor Ames-Alexander,Howard,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kylie Nelson,South Carolina State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Grayson Buckner,Winthrop,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Mack Gallagher,Valparaiso,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Azalya Lopez,Valparaiso,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Alex Miller,Merrimack,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Caity Lemay,Merrimack,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Maya Johnson,Norfolk State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Mia Nunez,Prairie View,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Lanay Carr,Texas Southern,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Angelique Mann,Utah Valley,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Gabby Lantier,Syracuse,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Taylor Dreher,Gardner-Webb,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Paris Brienesse,Memphis,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Chandler Martin,Delaware State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kenleigh Cahalan,Florida,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Nevaeh Terrell,Delaware State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Michela Barbanente,Penn State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Brooke Klosowicz,Penn State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Audree Mendoza,Long Beach State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Sophia Sanchez,Western Illinois,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Valerie Combs,Georgia Southern,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Brooklyn Lee-Scott,Coppin State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Jessica Alaan,Bethune-Cookman,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Maggie Hiatt,Longwood,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Emma Lotus,Central Michigan,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Rachel Cairo,Central Michigan,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Carly Sleeman,Kentucky,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Grace Koenig,Central Michigan,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kirnan Bailey,Dayton,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Deirdre Flaherty,Dayton,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Grace Barrett,Appalachian State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Jenna Samuel,West Georgia,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Ella Parker,Oklahoma,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kasidi Pickering,Oklahoma,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Madisen Noll,Lindenwood,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Katie Stewart,Texas,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kayden Henry,Texas,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Amanda Knutson,Southern Illinois,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Rylinn Groff,Omaha,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Katherine Johnson,Omaha,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Gabby Gesualdo,Bryant,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Madison Cantoni,Queens (NC),GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Julia Knowler,Clemson,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kadence Stafford,Kansas,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Anna Soles,Kansas,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Abby Carsley,Portland State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Katie Flannery,Oregon,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Ayanna Shaw,Oregon,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Emily Dowden,Long Beach State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Amber Rodriguez,Utah Valley,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Ry Binne,Utah Valley,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Rachael Brown,Stony Brook,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Jadyn Glab,Washington,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Giselle Alvarez,Washington,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Mariah Penta,Maryland,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kyla Stroud,Auburn,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Adisyn Caryl,Illinois,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Delaney Mosley,Illinois,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Sanaa Thompson,North Carolina,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kate Bubela,Texas State,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Kayla Lee,California,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
3,,Michelle Chatfield,Virginia Tech,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3,12.3,1.2,1.2,,,,,,,,,,,,,,,,
