team,PA,AB,H,_2B,_3B,HR,BB,HBP,SO,SF,wOBA,ISO,BABIP,wRAA,wRC,wRC+,BatRuns,IP,ER,R,PitchRuns,WAR_proxy
Central Michigan,813,712,229,44,6,19,75,2,116,0,0.37181242078580484,0.15870786516853932,0.36395147313691506,11.699418578830224,109.25941857883022,111.99202396354062,11.699418578830224,164.7,70,117,-70.0,-5.830058142116977
Ball State,803,656,190,33,7,12,109,23,88,0,0.3643020304568528,0.12652439024390244,0.32014388489208634,6.311302609399467,102.67130260939946,106.54971213096664,6.311302609399467,159.7,65,102,-65.0,-5.868869739060053
Butler,725,591,196,39,1,16,102,8,76,0,0.39808844507845936,0.1505922165820643,0.36072144288577157,26.998380511040796,113.99838051104079,131.03262127705838,26.998380511040796,135.2,90,153,-90.0,-6.300161948895921
Austin Peay,995,845,243,42,4,50,109,24,120,0,0.38466257668711656,0.23668639053254437,0.2859259259259259,25.436654979254595,144.83665497925458,121.30373113840416,25.436654979254595,202.59999999999997,90,142,-90.0,-6.45633450207454
Baylor,858,721,213,40,5,18,96,23,84,0,0.3640476190476191,0.14424410540915394,0.3150242326332795,6.55377057602372,109.51377057602372,106.36535603731907,6.55377057602372,182.39999999999998,76,110,-76.0,-6.944622942397627
Cal State Fullerton,859,756,233,28,2,27,62,10,107,0,0.3545772946859903,0.14947089947089948,0.3311897106109325,-0.5125115416351057,102.56748845836489,99.5028021520808,-0.5125115416351057,195.49999999999997,72,108,-72.0,-7.25125115416351
Bowling Green,867,700,187,34,2,19,114,27,127,0,0.3510939357907253,0.1357142857142857,0.30324909747292417,-3.1434343472314543,100.89656565276854,96.97862903956992,-3.1434343472314543,169.49999999999997,73,119,-73.0,-7.6143434347231445
Canisius,487,429,105,21,1,8,40,11,77,0,0.2999375,0.10955710955710955,0.2819767441860465,-23.429327650217257,35.01067234978274,59.90874803179798,-23.429327650217257,104.39999999999999,54,95,-54.0,-7.742932765021726
California Baptist,1064,896,256,46,11,25,105,33,114,0,0.35835589941972923,0.15959821428571427,0.3051519154557464,2.8612086022969576,130.54120860229696,102.2409215243554,2.8612086022969576,226.39999999999998,86,122,-86.0,-8.313879139770304
Colorado State,954,808,227,41,5,15,97,23,111,0,0.34030172413793097,0.1188118811881188,0.31085043988269795,-12.411708881383639,102.06829111861634,89.15818581290736,-12.411708881383639,202.79999999999998,75,120,-75.0,-8.741170888138365
Columbia,717,605,152,34,2,13,83,19,100,0,0.327001414427157,0.12727272727272726,0.28252032520325204,-17.620750894074426,68.41924910592556,79.52028022539001,-17.620750894074426,147.6,70,112,-70.0,-8.762075089407443
Binghamton,614,535,154,38,1,19,59,12,125,0,0.36072607260726075,0.18130841121495328,0.3452685421994885,2.916577359270574,76.59657735927057,103.95843832691445,2.916577359270574,121.6,95,148,-95.0,-9.208342264072943
Colgate,956,821,225,51,3,47,100,23,193,0,0.37395127118644067,0.24116930572472595,0.306368330464716,15.535285528371926,130.25528552837193,113.54191555820428,15.535285528371926,193.5,109,186,-109.0,-9.346471447162807
Coastal Carolina,941,794,232,34,0,50,111,19,140,0,0.38819264069264064,0.23173803526448364,0.30132450331125826,26.944686444267013,139.86468644426702,123.8617485337115,26.944686444267013,193.79999999999998,137,199,-137.0,-11.0055313555733
Army,789,704,183,34,7,14,62,9,124,0,0.3109677419354839,0.1278409090909091,0.29858657243816256,-30.390692244279087,64.2893077557209,67.9016769705544,-30.390692244279087,167.79999999999998,80,128,-80.0,-11.039069224427909
Charlotte,936,830,250,40,9,29,75,16,122,0,0.3616720955483171,0.1746987951807229,0.32547864506627394,5.216098339945739,117.53609833994574,104.64396219724514,5.216098339945739,199.6,116,174,-116.0,-11.078390166005425
Boston College,912,797,233,38,2,24,82,9,187,0,0.3458671171171171,0.14303638644918445,0.35665529010238906,-7.451682840251784,101.98831715974822,93.19107927608573,-7.451682840251784,187.0,104,171,-104.0,-11.145168284025178
Brown,482,424,98,17,3,12,41,3,84,0,0.2927991452991453,0.1391509433962264,0.2621951219512195,-26.180681847809762,31.659318152190234,54.73602723407717,-26.180681847809762,111.4,86,142,-86.0,-11.218068184780977
Chattanooga,908,773,227,32,6,11,94,14,102,0,0.3408513053348467,0.09961190168175937,0.32727272727272727,-11.379310541039187,97.5806894589608,89.5564330570492,-11.379310541039187,184.29999999999998,103,173,-103.0,-11.437931054103919
Bellarmine,887,751,214,33,4,15,98,15,102,0,0.3423263888888889,0.11451398135818908,0.3138801261829653,-9.97839429543733,96.46160570456267,90.62533418316673,-9.97839429543733,184.29999999999998,110,172,-110.0,-11.997839429543733
Akron,902,779,200,33,6,20,98,11,152,0,0.32375000000000004,0.13478818998716302,0.29654036243822074,-24.717488521686192,83.5225114783138,77.16418281440669,-24.717488521686192,192.1,99,148,-99.0,-12.371748852168619
Alabama A&M,1099,906,312,50,16,26,133,32,106,0,0.41444444444444445,0.17660044150110377,0.3695090439276486,56.556467290808605,188.4364672908086,142.88479473067076,56.556467290808605,200.79999999999998,181,279,-181.0,-12.444353270919141
Cal State Northridge,739,646,189,22,3,9,46,28,89,0,0.3281388888888889,0.08513931888544891,0.3284671532846715,-17.430464515932936,71.24953548406705,80.34453708171748,-17.430464515932936,158.59999999999997,108,169,-108.0,-12.543046451593295
Boise State,1043,890,237,47,2,26,102,24,183,0,0.33533464566929133,0.1449438202247191,0.30983847283406757,-18.074538847687865,107.08546115231213,85.55885358925546,-18.074538847687865,224.6,110,163,-110.0,-12.807453884768787
Bryant,713,596,143,23,4,10,81,17,138,0,0.3092363112391931,0.10234899328859061,0.296875,-28.53681221569394,57.02318778430606,66.64701704570601,-28.53681221569394,156.39999999999998,102,149,-102.0,-13.053681221569395
Alcorn State,600,517,126,23,3,8,58,6,89,0,0.29807228915662654,0.10251450676982592,0.28095238095238095,-29.83885490060466,42.16114509939534,58.55714597138242,-29.83885490060466,124.59999999999998,102,159,-102.0,-13.183885490060465
Bucknell,750,647,169,40,2,7,78,11,123,0,0.3159103260869565,0.10046367851622875,0.31334622823984526,-25.665066279888443,64.33493372011156,71.48325968901285,-25.665066279888443,151.4,110,184,-110.0,-13.566506627988844
Arkansas-Pine Bluff,665,583,149,19,6,6,59,11,136,0,0.3000153139356814,0.08404802744425385,0.3242630385487528,-31.947822316513783,47.85217768348622,59.96513494171205,-31.947822316513783,140.4,107,165,-107.0,-13.89478223165138
Buffalo,887,735,215,27,5,17,121,18,112,0,0.36075514874141873,0.11972789115646258,0.32673267326732675,4.235788303861775,110.67578830386178,103.97950798934778,4.235788303861775,169.2,144,208,-144.0,-13.976421169613824
Cal Poly,782,687,176,27,2,3,63,4,93,0,0.2839257294429708,0.05822416302765648,0.2927241962774958,-48.509634825740655,45.33036517425935,48.306015744095646,-48.509634825740655,174.29999999999998,95,149,-95.0,-14.350963482574064
California,926,805,215,45,4,26,86,21,165,0,0.33881578947368424,0.16273291925465838,0.30781758957654726,-13.243924358690785,97.8760756413092,88.0814215634532,-13.243924358690785,192.7,143,227,-143.0,-15.624392435869078
BYU,804,690,175,29,5,26,82,16,141,0,0.33326142131979697,0.16956521739130434,0.28489483747609945,-15.382272297950218,81.09772770204977,84.0565171041146,-15.382272297950218,166.6,142,207,-142.0,-15.73822722979502
College of Charleston,949,830,224,29,10,9,86,20,137,0,0.316207264957265,0.09156626506024096,0.31432748538011696,-32.22982474621937,81.65017525378062,71.69843278343926,-32.22982474621937,216.49999999999997,131,205,-131.0,-16.322982474621938
Alabama State,1012,866,248,43,15,13,93,23,149,0,0.3429633401221996,0.12933025404157045,0.3338068181818182,-10.824077082648904,110.6159229173511,91.08689304788464,-10.824077082648904,209.2,172,284,-172.0,-18.28240770826489
Bethune-Cookman,914,780,202,19,7,2,91,14,113,0,0.2967570621468926,0.05,0.3007518796992481,-46.499841852411066,63.18015814758893,57.604082920850594,-46.499841852411066,195.5,145,219,-145.0,-19.149984185241106
Bradley,852,764,191,42,3,24,70,6,163,0,0.3122857142857143,0.15706806282722513,0.28942807625649913,-31.840879863221435,70.39912013677856,68.85672939825758,-31.840879863221435,171.7,163,234,-163.0,-19.484087986322145
Charleston Southern,869,775,191,25,6,5,66,10,112,0,0.27931844888366625,0.06709677419354838,0.2826747720364742,-57.38798835252285,46.892011647477155,44.96740664315032,-57.38798835252285,199.39999999999998,154,232,-154.0,-21.138798835252285
Abilene Christian,813,729,182,24,8,18,65,12,156,0,0.30480148883374686,0.1289437585733882,0.2954954954954955,-35.67439679249425,61.88560320750575,63.43337762146961,-35.67439679249425,176.4,184,286,-184.0,-21.967439679249424
