team,PA,AB,H,_2B,_3B,HR,BB,HBP,SO,SF,wOBA,ISO,BABIP,wRAA,wRC,wRC+,BatRuns,IP,ER,R,PitchRuns,WAR_proxy
Alabama,696,570,210,28,4,43,87,18,75,0,0.46703703703703703,0.2894736842105263,0.3694690265486726,70.9906532784975,154.5106532784975,184.99838754609374,70.9906532784975,142.6,14,20,-14.0,5.69906532784975
Arkansas,720,591,234,49,2,36,102,18,62,0,0.48566807313642757,0.272419627749577,0.40162271805273836,85.10325552813909,171.50325552813908,198.49913834275355,85.10325552813909,133.6,33,47,-33.0,5.2103255528139085
Arizona,722,599,216,32,6,31,97,11,70,0,0.44162659123055165,0.2287145242070117,0.3714859437751004,57.68926221142915,144.32926221142915,166.58502101965507,57.68926221142915,143.6,61,89,-61.0,-0.3310737788570847
Appalachian State,709,575,179,25,3,36,97,17,110,0,0.41378809869375904,0.2417391304347826,0.3333333333333333,39.487500049969526,124.56750004996952,146.41220034081982,39.487500049969526,138.39999999999998,43,77,-43.0,-0.3512499950030474
Auburn,851,692,236,48,8,38,116,22,118,0,0.4403855421686747,0.25722543352601157,0.3694029850746269,67.07824715948283,169.19824715948283,165.6857101052515,67.07824715948283,166.59999999999997,75,140,-75.0,-0.7921752840517172
Arizona State,770,639,212,42,2,37,95,22,70,0,0.42686507936507934,0.24569640062597808,0.32894736842105265,51.640764520931995,144.040764520932,155.88827329105195,51.640764520931995,160.6,68,115,-68.0,-1.6359235479068004
Campbell,678,543,185,33,4,8,94,23,94,0,0.403,0.11970534069981584,0.4013605442176871,31.400678445666145,112.76067844566614,138.59473751925532,31.400678445666145,132.6,57,93,-57.0,-2.5599321554333856
Austin Peay,759,648,202,36,4,40,81,14,86,0,0.40510094212651415,0.25308641975308643,0.3103448275862069,36.53870873603709,127.61870873603709,140.11715935006268,36.53870873603709,153.29999999999998,63,101,-63.0,-2.6461291263962914
Ball State,590,476,140,26,7,11,85,17,51,0,0.37892733564013836,0.15336134453781514,0.3115942028985507,14.974750709442883,85.77475070944288,121.15077783819616,14.974750709442883,116.39999999999999,43,67,-43.0,-2.8025249290557115
Belmont,657,560,162,32,9,14,77,10,111,0,0.3623493044822257,0.16428571428571428,0.34022988505747126,7.204171968722004,86.04417196872201,109.1377117817377,7.204171968722004,139.29999999999998,38,62,-38.0,-3.0795828031277996
