team,PA,AB,H,_2B,_3B,HR,BB,HBP,SO,SF,wOBA,ISO,BABIP,wRAA,wRC,wRC+,BatRuns,IP,ER,R,PitchRuns,WAR_proxy
Cal Poly,648,567,141,20,1,2,53,4,89,0,0.2762339743589744,0.04938271604938271,0.2920168067226891,-41.52204537747331,36.23795462252668,46.60230789933987,-41.52204537747331,147.3,82,124,-82.0,-12.352204537747332
Bucknell,655,569,147,35,2,6,62,10,101,0,0.3099531981279251,0.10017574692442882,0.3051948051948052,-22.765288974890407,55.834711025109584,71.03652802176792,-22.765288974890407,130.39999999999998,101,172,-101.0,-12.376528897489042
California,831,721,195,37,4,24,79,19,143,0,0.3421367521367521,0.1622746185852982,0.30866425992779783,-5.6262582729232475,94.09374172707675,94.35794397019329,-5.6262582729232475,173.7,119,184,-119.0,-12.462625827292324
Bryant,602,500,108,17,3,8,74,11,125,0,0.29049572649572647,0.094,0.2724795640326976,-31.108775568017087,41.13122443198291,56.93691089698631,-31.108775568017087,130.39999999999998,94,134,-94.0,-12.510877556801708
Arkansas-Pine Bluff,509,442,99,13,2,4,48,9,116,0,0.27302605210420844,0.06561085972850679,0.2950310559006211,-34.03516462001874,27.044835379981258,44.277726555306586,-34.03516462001874,108.80000000000001,94,142,-94.0,-12.803516462001875
BYU,731,624,166,28,5,25,76,16,121,0,0.3480307262569832,0.18108974358974358,0.29497907949790797,-1.202694086834309,86.51730591316569,98.62893970949122,-1.202694086834309,149.6,129,188,-129.0,-13.02026940868343
Alabama State,863,733,208,36,14,12,81,22,136,0,0.34525119617224875,0.1364256480218281,0.335042735042735,-3.5057260917429436,100.05427390825706,96.6147874741764,-3.5057260917429436,176.60000000000002,157,252,-157.0,-16.050572609174296
Bradley,726,649,164,35,3,23,61,6,125,0,0.3197625698324022,0.1694915254237288,0.281437125748503,-19.040277780957194,68.0797222190428,78.14476838733103,-19.040277780957194,143.5,142,202,-142.0,-16.10402777809572
Bethune-Cookman,821,695,178,19,5,1,87,13,105,0,0.2966163522012578,0.0460431654676259,0.300509337860781,-38.05616085886192,60.463839141138074,61.37214691548729,-38.05616085886192,178.2,125,193,-125.0,-16.305616085886193
Charleston Southern,764,695,167,20,5,5,47,9,101,0,0.2669107856191745,0.06474820143884892,0.27504244482173174,-55.14884428936967,36.53115571063032,39.84637402991964,-55.14884428936967,177.7,140,210,-140.0,-19.514884428936966
Abilene Christian,702,633,149,20,6,14,52,11,147,0,0.2874856321839081,0.11690363349131122,0.2860169491525424,-38.113812527245244,46.12618747275475,54.75568313479909,-38.113812527245244,151.7,168,261,-168.0,-20.611381252724524
