team,PA,AB,H,_2B,_3B,HR,BB,HBP,SO,SF,wOBA,ISO,BABIP,wRAA,wRC,wRC+,BatRuns,IP,ER,R,PitchRuns,WAR_proxy
Charlotte,971,859,261,42,10,30,79,17,129,0,0.3650890052356021,0.1769499417927823,0.33,7.910528567280655,124.43052856728065,106.78898778517049,7.910528567280655,205.6,117,175,-117.0,-10.908947143271934
Army,789,704,183,34,7,14,62,9,124,0,0.3109677419354839,0.1278409090909091,0.29858657243816256,-30.7040791856904,63.97592081430959,67.57068104595436,-30.7040791856904,167.79999999999998,80,128,-80.0,-11.07040791856904
Boston College,912,797,233,38,2,24,82,9,187,0,0.3458671171171171,0.14303638644918445,0.35665529010238906,-7.813924780134058,101.62607521986594,92.8600833514857,-7.813924780134058,187.0,104,171,-104.0,-11.181392478013406
Brown,482,424,98,17,3,12,41,3,84,0,0.2927991452991453,0.1391509433962264,0.2621951219512195,-26.372129890598423,31.467870109401574,54.40503130947714,-26.372129890598423,111.4,86,142,-86.0,-11.237212989059842
Coastal Carolina,994,840,248,37,0,56,118,19,145,0,0.3940941658137154,0.24404761904761904,0.3004694835680751,33.16845212114669,152.4484521211467,127.80722008815115,33.16845212114669,202.79999999999998,146,219,-146.0,-11.283154787885332
Chattanooga,908,773,227,32,6,11,94,14,102,0,0.3408513053348467,0.09961190168175937,0.32727272727272727,-11.739963700483381,97.22003629951661,89.22543713244916,-11.739963700483381,184.29999999999998,103,173,-103.0,-11.473996370048338
Bellarmine,887,751,214,33,4,15,98,15,102,0,0.3423263888888889,0.11451398135818908,0.3138801261829653,-10.330706357581604,96.1092936424184,90.29433825856671,-10.330706357581604,184.29999999999998,110,172,-110.0,-12.033070635758161
Akron,902,779,200,33,6,20,98,11,152,0,0.32375000000000004,0.13478818998716302,0.29654036243822074,-25.075758510473268,83.16424148952673,76.83318688980665,-25.075758510473268,192.1,99,148,-99.0,-12.407575851047326
Alabama A&M,1099,906,312,50,16,26,133,32,106,0,0.41444444444444445,0.17660044150110377,0.3695090439276486,56.11994986544609,187.99994986544607,142.55379880607074,56.11994986544609,200.79999999999998,181,279,-181.0,-12.48800501345539
Cal State Northridge,739,646,189,22,3,9,46,28,89,0,0.3281388888888889,0.08513931888544891,0.3284671532846715,-17.723991701868243,70.95600829813175,80.01354115711746,-17.723991701868243,158.59999999999997,108,169,-108.0,-12.572399170186824
Boise State,1043,890,237,47,2,26,102,24,183,0,0.33533464566929133,0.1449438202247191,0.30983847283406757,-18.488813346917265,106.67118665308273,85.22785766465543,-18.488813346917265,224.6,110,163,-110.0,-12.848881334691725
Bryant,713,596,143,23,4,10,81,17,138,0,0.3092363112391931,0.10234899328859061,0.296875,-28.820012328781722,56.73998767121828,66.31602112110599,-28.820012328781722,156.39999999999998,102,149,-102.0,-13.082001232878174
Alcorn State,600,517,126,23,3,8,58,6,89,0,0.29807228915662654,0.10251450676982592,0.28095238095238095,-30.077171966316683,41.92282803368332,58.22615004678238,-30.077171966316683,124.59999999999998,102,159,-102.0,-13.207717196631668
Buffalo,887,735,215,27,5,17,121,18,112,0,0.36075514874141873,0.11972789115646258,0.32673267326732675,3.8834762417175015,110.3234762417175,103.64851206474775,3.8834762417175015,169.2,143,208,-143.0,-13.91165237582825
Arkansas-Pine Bluff,665,583,149,19,6,6,59,11,136,0,0.3000153139356814,0.08404802744425385,0.3242630385487528,-32.21195706434461,47.58804293565539,59.63413901711202,-32.21195706434461,140.4,107,165,-107.0,-13.92119570643446
Cal Poly,782,687,176,27,2,3,63,4,93,0,0.2839257294429708,0.05822416302765648,0.2927241962774958,-48.82024140138532,45.019758598614686,47.97501981949562,-48.82024140138532,174.29999999999998,95,149,-95.0,-14.382024140138531
Bucknell,795,681,178,41,2,8,84,12,126,0,0.3174388674388674,0.1013215859030837,0.31078610603290674,-26.464053086342222,68.93594691365777,72.2599024252178,-26.464053086342222,159.7,127,205,-127.0,-15.346405308634223
California,926,805,215,45,4,26,86,21,165,0,0.33881578947368424,0.16273291925465838,0.30781758957654726,-13.61172703010634,97.50827296989365,87.75042563885319,-13.61172703010634,192.7,143,227,-143.0,-15.661172703010635
BYU,840,720,186,29,6,28,86,17,146,0,0.33840826245443506,0.1736111111111111,0.2893772893772894,-12.64524286574843,88.15475713425157,87.45511620461465,-12.64524286574843,173.6,146,212,-146.0,-15.864524286574843
College of Charleston,973,852,226,30,10,9,86,20,142,0,0.31114822546972865,0.0903755868544601,0.3095577746077033,-37.71176804655223,79.04823195344775,67.70146621569695,-37.71176804655223,222.49999999999997,136,212,-136.0,-17.371176804655224
Alabama State,1012,866,248,43,15,13,93,23,149,0,0.3429633401221996,0.12933025404157045,0.3338068181818182,-11.22603853348318,110.21396146651682,90.7558971232846,-11.22603853348318,209.2,172,284,-172.0,-18.32260385334832
Bethune-Cookman,914,780,202,19,7,2,91,14,113,0,0.2967570621468926,0.05,0.3007518796992481,-46.86287818251238,62.81712181748761,57.27308699625057,-46.86287818251238,195.5,145,219,-145.0,-19.186287818251238
Bradley,852,764,191,42,3,24,70,6,163,0,0.3122857142857143,0.15706806282722513,0.28942807625649913,-32.17929009653251,70.06070990346748,68.52573347365755,-32.17929009653251,171.7,163,234,-163.0,-19.51792900965325
Abilene Christian,813,729,182,24,8,18,65,12,156,0,0.30480148883374686,0.1289437585733882,0.2954954954954955,-35.99731641653404,61.56268358346596,63.10238169686958,-35.99731641653404,176.4,184,286,-184.0,-21.999731641653405
Charleston Southern,891,796,196,26,7,5,67,10,115,0,0.27926689576174113,0.06909547738693467,0.28254437869822485,-59.23469212201758,47.685307877982424,44.599053383821946,-59.23469212201758,203.49999999999997,161,243,-161.0,-22.023469212201757
