team,PA,AB,H,_2B,_3B,HR,BB,HBP,SO,SF,wOBA,ISO,BABIP,wRAA,wRC,wRC+,BatRuns,IP,ER,R,PitchRuns,WAR_proxy
Boise State,1369,1164,312,61,4,37,139,30,226,0,0.3407651912978244,0.15463917525773196,0.3052164261931188,-19.183575030989974,145.09642496901003,88.32263511627102,-19.183575030989974,289.70000000000005,148,222,-148.0,-16.718357503098996
Cal Poly,1071,933,246,42,3,5,92,5,113,0,0.29525242718446604,0.06752411575562701,0.29570552147239265,-57.39398444892224,71.12601555107774,55.34237126601133,-57.39398444892224,233.3,124,192,-124.0,-18.139398444892226
Alcorn State,946,825,210,31,9,16,79,11,128,0,0.3061092896174863,0.11757575757575757,0.28487518355359764,-41.76439069392205,71.75560930607794,63.20966288414195,-41.76439069392205,202.59999999999997,144,228,-144.0,-18.576439069392205
Boston College,1250,1083,305,51,2,34,123,13,260,0,0.34171452009844133,0.14496768236380425,0.34347275031685676,-16.484168194488113,133.51583180551188,89.01055453700792,-16.484168194488113,258.8,174,268,-174.0,-19.04841681944881
Cal State Northridge,988,859,227,26,3,9,69,38,136,0,0.30421325051759834,0.06868451688009314,0.30532212885154064,-45.24756858081286,73.31243141918713,61.835721507411556,-45.24756858081286,212.7,148,234,-148.0,-19.324756858081287
Alabama A&M,1398,1165,385,60,20,29,158,39,147,0,0.3960132158590308,0.16051502145922747,0.35995955510616784,47.57243383328807,215.33243383328806,128.35743552294235,47.57243383328807,263.8,245,373,-245.0,-19.742756616671194
Buffalo,1392,1177,366,53,9,27,173,19,169,0,0.3699415631848064,0.12914188615123195,0.345565749235474,15.810225060548653,182.85022506054864,109.46493358509856,15.810225060548653,271.3,214,307,-214.0,-19.818977493945134
Alabama State,1259,1077,318,56,17,16,118,27,177,0,0.34963175122749585,0.12813370473537605,0.3416289592760181,-7.935207256375702,143.1447927436243,94.74767854356915,-7.935207256375702,256.29999999999995,196,325,-196.0,-20.39352072563757
College of Charleston,1205,1057,277,41,11,12,107,24,181,0,0.3096127946127946,0.09366130558183539,0.30671296296296297,-49.527763539664186,95.0722364603358,65.74843461987263,-49.527763539664186,272.79999999999995,156,245,-156.0,-20.55277635396642
Bucknell,1024,882,236,51,5,9,105,16,154,0,0.3203688933200399,0.09977324263038549,0.3157162726008345,-32.51071912499687,90.36928087500313,73.5427090454127,-32.51071912499687,203.6,176,278,-176.0,-20.851071912499684
California,1296,1118,303,62,5,39,128,28,224,0,0.345839874411303,0.16905187835420393,0.3087719298245614,-12.441690636681187,143.0783093633188,91.999941720241,-12.441690636681187,264.8,199,313,-199.0,-21.14416906366812
BYU,1140,975,260,45,8,39,118,22,189,0,0.3477578475336323,0.18256410256410258,0.2958500669344043,-9.042784631531664,127.75721536846832,93.38977731613181,-9.042784631531664,237.2,204,293,-204.0,-21.304278463153167
Bethune-Cookman,1175,1012,275,32,11,3,110,17,127,0,0.30733977172958743,0.06225296442687747,0.30839002267573695,-50.61714361012608,90.38285638987392,64.10131658856308,-50.61714361012608,253.2,170,255,-170.0,-22.06171436101261
Bellarmine,1148,985,259,37,4,18,119,20,135,0,0.31826512455516015,0.10050761421319797,0.28966346153846156,-38.54767405563249,99.2123259443675,72.01823892593461,-38.54767405563249,242.5,187,290,-187.0,-22.554767405563247
Bradley,1177,1044,281,53,7,35,103,8,192,0,0.33206926406926407,0.16475095785440613,0.3011015911872705,-25.39320263831404,115.84679736168594,82.02123857383599,-25.39320263831404,232.5,206,307,-206.0,-23.139320263831404
Abilene Christian,1018,907,228,36,8,24,82,18,199,0,0.31048659384309835,0.13671444321940462,0.2982456140350877,-41.06820999319039,81.0917900068096,66.3816224679188,-41.06820999319039,220.69999999999996,217,330,-217.0,-25.80682099931904
Charleston Southern,1093,988,232,33,10,6,75,11,138,0,0.26731843575418995,0.07186234817813765,0.2677725118483412,-85.12238291992716,46.037617080072835,35.100348490448944,-85.12238291992716,255.29999999999998,186,285,-186.0,-27.112238291992718
