team,PA,AB,H,_2B,_3B,HR,BB,HBP,SO,SF,wOBA,ISO,BABIP,wRAA,wRC,wRC+,BatRuns,IP,ER,R,PitchRuns,WAR_proxy
Alabama,272,216,85,15,2,21,40,7,22,0,0.51787072243346,0.37962962962962965,0.3699421965317919,39.47142243169148,72.11142243169148,220.92960303827044,39.47142243169148,52.3,6,9,-6.0,3.3471422431691478
Arkansas,296,244,106,23,0,14,40,8,25,0,0.5109931506849316,0.26639344262295084,0.44878048780487806,41.18396783609418,76.70396783609418,215.94585539440928,41.18396783609418,48.300000000000004,10,13,-10.0,3.1183967836094184
Auburn,366,303,118,28,4,17,40,12,42,0,0.479943661971831,0.2871287128712871,0.4139344262295082,41.04158241183777,84.96158241183778,193.44622589216254,41.04158241183777,64.60000000000001,21,53,-21.0,2.0041582411837773
Appalachian State,314,249,79,11,2,12,46,9,54,0,0.41236842105263155,0.20481927710843373,0.366120218579235,16.75955909127237,54.43955909127237,144.47866000868464,16.75955909127237,60.2,15,29,-15.0,0.17595590912723685
Arizona State,344,287,96,23,0,12,41,11,32,0,0.4165191740412979,0.20557491289198607,0.345679012345679,19.602407397759997,60.88240739776,147.48645202945738,19.602407397759997,72.3,19,33,-19.0,0.06024073977599968
Campbell,275,215,78,15,4,4,41,9,30,0,0.43494339622641504,0.16279069767441862,0.4088397790055249,20.076321431379373,53.07632143137937,160.83733767084658,20.076321431379373,53.400000000000006,23,34,-23.0,-0.2923678568620627
California Baptist,301,255,90,18,3,5,32,7,20,0,0.40663265306122454,0.15294117647058825,0.3695652173913043,14.564417068690359,50.68441706869036,140.32230639172303,14.564417068690359,59.6,21,29,-21.0,-0.6435582931309641
Charlotte,294,255,86,18,4,9,27,4,36,0,0.4037412587412587,0.20784313725490197,0.36666666666666664,13.486518451460796,48.7665184514608,138.22709311638548,13.486518451460796,62.2,21,35,-21.0,-0.7513481548539204
Ball State,270,210,66,9,2,3,45,7,23,0,0.38725190839694656,0.10476190476190476,0.3423913043478261,8.514165480174738,40.91416548017474,126.27828851905782,8.514165480174738,49.6,17,30,-17.0,-0.8485834519825263
Albany,124,115,34,12,1,2,6,1,15,0,0.34204918032786885,0.17391304347826086,0.32653061224489793,-0.9638239558125745,13.916176044187424,93.52268846900151,-0.9638239558125745,24.599999999999998,9,14,-9.0,-0.9963823955812575
Arkansas-Pine Bluff,87,69,17,1,0,0,13,4,21,0,0.3140697674418604,0.014492753623188406,0.3541666666666667,-2.7929347334734045,7.647065266526595,73.24775159508233,-2.7929347334734045,20.0,8,14,-8.0,-1.0792934733473405
Central Michigan,183,157,54,13,1,1,17,0,32,0,0.3752298850574713,0.11464968152866242,0.4274193548387097,3.8576423578077303,25.81764235780773,117.56667740349604,3.8576423578077303,32.599999999999994,15,26,-15.0,-1.1142357642192269
Arizona,358,301,101,17,4,14,44,6,24,0,0.418005698005698,0.22259136212624583,0.33079847908745247,20.862941165120294,63.8229411651203,148.56364330800815,20.862941165120294,73.3,35,53,-35.0,-1.4137058834879705
Canisius,110,100,26,3,0,4,7,1,15,0,0.3111111111111111,0.15,0.2716049382716049,-3.814298699346888,9.38570130065311,71.10379773222054,-3.814298699346888,25.3,12,16,-12.0,-1.581429869934689
Baylor,340,288,96,16,2,9,35,9,30,0,0.3950903614457832,0.16319444444444445,0.3493975903614458,13.038997399779467,53.838997399779466,131.9583269602438,13.038997399779467,70.3,29,41,-29.0,-1.5961002600220533
Central Connecticut,165,153,45,17,0,5,11,1,19,0,0.35848484848484846,0.20915032679738563,0.31007751937984496,1.0756534002550269,20.87565340025503,105.43259293058097,1.0756534002550269,33.300000000000004,18,31,-18.0,-1.6924346599744973
Boise State,370,314,95,22,1,7,37,10,65,0,0.3650138504155125,0.14331210191082802,0.36363636363636365,4.5127066649567995,48.9127066649568,110.16375374990271,4.5127066649567995,72.3,25,41,-25.0,-2.04872933350432
Bowling Green,273,211,67,9,0,7,42,9,37,0,0.3993893129770992,0.14218009478672985,0.3592814371257485,11.490081623523054,44.25008162352305,135.07350922931337,11.490081623523054,46.6,32,52,-32.0,-2.0509918376476945
Alabama A&M,319,254,94,17,4,7,42,10,18,0,0.43977124183006533,0.18110236220472442,0.3799126637554585,24.627735249586543,62.907735249586544,164.33577651407145,24.627735249586543,54.80000000000001,47,75,-47.0,-2.2372264750413455
Cal Poly,142,124,29,2,0,1,13,0,19,0,0.2629197080291971,0.04032258064516129,0.2692307692307692,-10.874503507848566,6.1654964921514335,36.182491151123436,-10.874503507848566,30.299999999999997,12,22,-12.0,-2.2874503507848565
Bucknell,153,135,44,15,0,0,14,3,19,0,0.3661184210526316,0.1111111111111111,0.3793103448275862,2.0130211080292866,20.373021108029285,110.96416725506147,2.0130211080292866,30.1,26,35,-26.0,-2.3986978891970714
Central Arkansas,267,220,61,12,2,5,38,3,43,0,0.3550574712643678,0.1409090909090909,0.32558139534883723,0.9448551942030633,32.984855194203064,102.94898624907323,0.9448551942030633,54.2,26,35,-26.0,-2.5055144805796936
Alcorn State,125,103,26,3,1,3,16,1,12,0,0.3285,0.13592233009708737,0.26136363636363635,-2.444333721809429,12.555666278190571,83.70444185460381,-2.444333721809429,19.1,23,34,-23.0,-2.5444333721809427
Colorado State,304,258,72,13,0,5,31,8,31,0,0.3367003367003367,0.10852713178294573,0.30180180180180183,-3.7768784315254367,32.70312156847456,89.64671482586228,-3.7768784315254367,60.60000000000001,23,39,-23.0,-2.6776878431525435
Columbia,112,96,19,4,0,1,13,2,16,0,0.2657657657657657,0.07291666666666667,0.22784810126582278,-8.29989191407537,5.140108085924629,38.244851829796346,-8.29989191407537,21.599999999999998,19,26,-19.0,-2.729989191407537
Austin Peay,329,278,82,14,3,15,36,6,39,0,0.38734375,0.23381294964028776,0.29910714285714285,10.400942992023664,49.88094299202366,126.34484040532843,10.400942992023664,63.60000000000001,38,64,-38.0,-2.7599057007976335
Belmont,285,240,64,7,4,5,33,6,44,0,0.3351971326164874,0.125,0.3089005235602094,-3.913356715552531,30.286643284447464,88.55743650423236,-3.913356715552531,58.300000000000004,25,37,-25.0,-2.891335671555253
Butler,261,219,74,13,1,5,32,3,27,0,0.3918110236220473,0.136986301369863,0.3689839572192513,9.265080897865685,40.58508089786569,129.58199520391344,9.265080897865685,47.300000000000004,40,69,-40.0,-3.0734919102134315
College of Charleston,352,310,96,10,3,7,33,3,52,0,0.3519653179190752,0.11935483870967742,0.3545816733067729,0.29918398504940225,42.5391839850494,100.70829541915106,0.29918398504940225,78.30000000000001,32,62,-32.0,-3.1700816014950597
Chattanooga,273,237,70,12,2,3,23,6,34,0,0.3389097744360902,0.10548523206751055,0.335,-2.8672349170816838,29.892765082918313,91.24775666336483,-2.8672349170816838,55.0,30,49,-30.0,-3.2867234917081682
Connecticut,278,237,67,14,0,1,26,4,41,0,0.3197378277153558,0.07172995780590717,0.3384615384615385,-7.554358106113813,25.805641893886186,77.35504164833988,-7.554358106113813,56.300000000000004,27,40,-27.0,-3.455435810611381
Boston College,276,243,59,9,0,4,25,3,63,0,0.2892619926199262,0.08641975308641975,0.3125,-14.814210628972937,18.30578937102706,55.27110317339089,-14.814210628972937,62.300000000000004,26,42,-26.0,-4.081421062897293
