team,PA,AB,H,_2B,_3B,HR,BB,HBP,SO,SF,wOBA,ISO,BABIP,wRAA,wRC,wRC+,BatRuns,IP,ER,R,PitchRuns,WAR_proxy
Baylor,1416,1191,341,61,6,27,155,34,137,0,0.35070289855072456,0.12930310663308145,0.305744888023369,-7.870428621277539,162.04957137872245,95.36815641403157,-7.870428621277539,301.5,136,210,-136.0,-14.387042862127753
Bowling Green,1322,1064,277,50,6,21,172,47,190,0,0.3420342946219797,0.1174812030075188,0.30011723329425555,-17.313082224606998,141.32691777539299,89.08655936421646,-17.313082224606998,259.9,127,211,-127.0,-14.4313082224607
Colorado State,1309,1104,300,54,8,19,138,35,148,0,0.33472200469851215,0.11503623188405797,0.29989327641408753,-25.46612603748793,131.61387396251206,83.78779855010954,-25.46612603748793,282.5,122,192,-122.0,-14.746612603748792
Charlotte,1431,1241,376,59,12,44,136,26,173,0,0.36871703492516034,0.17324738114423852,0.32421875,14.462049630538154,186.18204963053816,108.42187842449229,14.462049630538154,303.5,164,255,-164.0,-14.953795036946184
Ball State,1358,1130,321,58,10,22,163,44,157,0,0.35567688855646973,0.12743362831858407,0.31440588853838064,-1.6744188922141934,161.28558110778582,98.9724969979049,-1.6744188922141934,269.4,148,223,-148.0,-14.96744188922142
Akron,1463,1259,370,59,7,37,163,18,217,0,0.3569097222222223,0.14614773629864972,0.33134328358208953,-0.23550544178601637,175.32449455821398,99.86585472671109,-0.23550544178601637,302.6,150,231,-150.0,-15.023550544178601
Army,1408,1243,352,58,8,27,111,18,210,0,0.3293950437317784,0.1246983105390185,0.3230616302186879,-33.914188649005446,135.04581135099454,79.92768190754886,-33.914188649005446,304.8,119,191,-119.0,-15.291418864900544
Bryant,1059,876,223,33,8,18,125,28,187,0,0.32807580174927115,0.11757990867579908,0.3055141579731744,-26.722751622734904,100.3572483772651,78.97170945645664,-26.722751622734904,226.5,133,197,-133.0,-15.97227516227349
Chattanooga,1317,1099,327,53,7,16,136,26,155,0,0.34795400475812843,0.10464058234758872,0.33512931034482757,-10.468246581394146,147.57175341860585,93.3762043904112,-10.468246581394146,270.0,152,244,-152.0,-16.246824658139413
Brown,890,779,188,29,6,20,73,17,142,0,0.30223245109321056,0.12965340179717585,0.27228525121555913,-42.45872046041207,64.34127953958793,60.24464376365911,-42.45872046041207,196.2,131,202,-131.0,-17.345872046041205
Arkansas-Pine Bluff,1028,895,247,32,9,15,90,23,178,0,0.3251984126984127,0.10614525139664804,0.33048433048433046,-28.51263481823898,94.84736518176102,76.88664492684907,-28.51263481823898,209.39999999999998,152,243,-152.0,-18.0512634818239
Boise State,1468,1249,335,65,4,43,150,33,241,0,0.3435474860335196,0.16172938350680544,0.30259067357512953,-17.293495291700143,158.86650470829986,90.18307487982509,-17.293495291700143,310.5,165,243,-165.0,-18.229349529170015
Coastal Carolina,1439,1233,354,51,1,77,160,23,205,0,0.37970338983050844,0.2303325223033252,0.2912723449001052,28.290173323235827,200.97017332323583,116.38300516749815,28.290173323235827,299.6,213,321,-213.0,-18.470982667676417
Cal Poly,1122,984,256,44,3,5,92,5,114,0,0.2900555041628122,0.06605691056910569,0.2901734104046243,-65.40707638087626,69.23292361912372,51.42076917641394,-65.40707638087626,246.60000000000002,133,205,-133.0,-19.84070763808763
Buffalo,1513,1278,406,59,12,31,189,19,195,0,0.37745625841184394,0.13771517996870108,0.3564638783269962,26.788540846075403,208.3485408460754,114.75464906701663,26.788540846075403,295.6,233,336,-233.0,-20.62114591539246
Cal State Northridge,1136,991,268,32,5,11,76,43,152,0,0.3096666666666667,0.07568113017154389,0.3103864734299517,-46.85078954186148,89.46921045813852,65.63175649804762,-46.85078954186148,243.7,161,257,-161.0,-20.785078954186147
College of Charleston,1332,1161,317,49,12,14,119,28,191,0,0.32078746177370027,0.09905254091300603,0.3169456066945607,-42.05341860259137,117.78658139740864,73.69030367705746,-42.05341860259137,297.7,166,257,-166.0,-20.805341860259137
Alabama A&M,1474,1237,403,61,22,31,161,39,160,0,0.3904036186499652,0.16006467259498788,0.35564053537284895,42.69316152277445,219.57316152277446,124.1367941671045,42.69316152277445,279.8,257,395,-257.0,-21.430683847722555
Bethune-Cookman,1278,1093,310,38,11,3,125,19,134,0,0.3189329021827001,0.06312900274473925,0.32112970711297073,-42.409530417645755,110.95046958235423,72.34641991546312,-42.409530417645755,271.2,175,261,-175.0,-21.740953041764577
Alcorn State,1060,924,234,33,9,16,89,12,142,0,0.30178536585365856,0.10714285714285714,0.2845953002610966,-50.980909092560495,76.2190909074395,59.92066895238955,-50.980909092560495,224.59999999999997,169,262,-169.0,-21.99809090925605
BYU,1277,1096,306,45,9,51,130,23,197,0,0.36062449959967974,0.19708029197080293,0.3007075471698113,3.919453792788741,157.15945379278872,102.55772239153534,3.919453792788741,264.5,228,327,-228.0,-22.408054620721124
Boston College,1330,1155,326,55,2,37,129,13,267,0,0.34208172706245177,0.1471861471861472,0.3396004700352526,-17.36299460616457,142.23700539383543,89.12093069789188,-17.36299460616457,276.5,208,314,-208.0,-22.536299460616455
Bucknell,1092,945,250,55,6,9,108,17,164,0,0.3163271028037383,0.09947089947089947,0.3121761658031088,-38.711627796539084,92.3283722034609,70.4581594959256,-38.711627796539084,220.79999999999998,189,300,-189.0,-22.77116277965391
Alabama State,1439,1220,354,61,19,21,142,30,193,0,0.34908045977011487,0.13278688524590163,0.33101391650099404,-10.02843220450883,162.6515677954912,94.19247613822748,-10.02843220450883,295.6,219,357,-219.0,-22.902843220450883
California,1369,1184,319,65,5,42,135,28,229,0,0.34424647364513733,0.16976351351351351,0.30339539978094193,-15.295145421941028,148.984854578059,90.68958764186694,-15.295145421941028,278.9,221,341,-221.0,-23.6295145421941
Bradley,1274,1121,307,60,9,39,117,11,202,0,0.34128903122497994,0.17395182872435325,0.30454545454545456,-17.51009027683604,135.36990972316397,88.54651342436158,-17.51009027683604,250.5,229,336,-229.0,-24.651009027683603
Bellarmine,1254,1075,276,37,5,20,132,21,141,0,0.31356677524429966,0.09953488372093024,0.2800875273522976,-47.46451877273644,103.01548122726355,68.45792213401353,-47.46451877273644,265.5,201,313,-201.0,-24.846451877273644
Abilene Christian,1145,1014,263,47,10,26,97,19,215,0,0.3201681415929204,0.14299802761341224,0.30659767141009053,-36.76615023206476,100.63384976793525,73.2415209373619,-36.76615023206476,245.49999999999997,238,362,-238.0,-27.476615023206477
Charleston Southern,1156,1042,248,37,10,6,81,11,142,0,0.27040564373897713,0.07197696737044146,0.27069351230425054,-87.14149043322065,51.578509566779346,37.181739883779805,-87.14149043322065,267.3,197,298,-197.0,-28.414149043322066
